,弹幕,类别
4317,伊芙琳应该是有什么病的 想用这个病毒的再生能力治好？,负样本
4318,只梦到他们俩因为他们还活着,负样本
4319,好像逃生1最后一部分啊,负样本
4320,真男人,负样本
4321,一什么道？,负样本
4322,生化危鸡把,负样本
4323,手动变黄,负样本
4324,真男人！,负样本
4325,只有我想到了电锯惊魂吗？,负样本
4326,真牛逼,负样本
4327,致命打鸡,负样本
4328,真漂亮 i了i了,高兴
4329,致命空枪,负样本
4330,真实,负样本
4331,真实啊,负样本
4332,真实故事的那个你们快够,负样本
4333,致命空枪,负样本
4334,a哥一刀一个,负样本
4335,靠，哥又要通化打猎手了,负样本
4336,真实故事改编我的妈,负样本
4337,真实跳起,负样本
4338,我的双卡双待（die）,负样本
4339,一坨隧道,负样本
4340,为啥不用机枪,负样本
4341,可怜之人必有可恨之处,负样本
4342,天堂没奶奶诶,负样本
4343,真是服了，过了几次了？还不烧了？,负样本
4344,真是建筑鬼才，一个房子全是黑房间,负样本
4345,不用谢,负样本
4346,真是下饭看视频的最佳时间,负样本
4347,真爽，二周目完毕,负样本
4348,致命空枪,负样本
4349,真下饭,负样本
4350,所以这是个主要人物吗,负样本
4351,这不是为了得到爱的方式,负样本
4352,真下饭,负样本
4353,不客气,负样本
4354,不用谢,负样本
4355,致命空枪,负样本
4356,致命空枪,负样本
4357,真下饭,负样本
4358,真下饭,负样本
4359,致命空枪,负样本
4360,生殖武器,负样本
4361,真下饭,负样本
4362,真下饭,负样本
4363,真下饭,负样本
4364,克里斯,负样本
4365,真下饭,负样本
4366,真下饭,负样本
4367,大家好我是尴尬菌,负样本
4368,不要用机枪啊，远程伤害不大,负样本
4369,真下饭,负样本
4370,我能发弹幕吗,负样本
4371,孩子都怕打针,负样本
4372,真下饭,负样本
4373,真下饭,负样本
4374,真下饭,负样本
4375,真下饭,负样本
4376,真下饭,负样本
4377,不用谢,负样本
4378,还有几个支线剧情,负样本
4379,真下饭,负样本
4380,真下饭,负样本
4381,真下饭,负样本
4382,真下饭,负样本
4383,真下饭,负样本
4384,真下饭,负样本
4385,真下饭,负样本
4386,为什么感觉没带刀呢,负样本
4387,90发也叫几枚 我信了你的邪,负样本
4388,心疼强化弹,负样本
4389,后面的Dlc打咱的脸,负样本
4390,真下饭,负样本
4391,这是录像的，你out啦,负样本
4392,她不会去天堂的，她杀了那么多人能去天堂嘛？,负样本
4393,因为你杀了人啊,负样本
4394,真下饭我已经吃了三大碗了,负样本
4395,什么故事改编？,负样本
4396,真香,负样本
4397,真香,负样本
4398,真香,负样本
4399,致命一鸡,负样本
4400,真香,负样本
4401,真香,负样本
4402,真香,负样本
4403,不用蟹mua(⑉°з°)-♡,负样本
4404,真香,负样本
4405,真香,负样本
4406,真想玩,负样本
4407,真新鲜啊!,负样本
4408,真―一朵脸,负样本
4409,c菌已经暴走,负样本
4410,中国人？？？,负样本
4411,中计了,负样本
4412,还是左右声道,负样本
4413,真有耐心,负样本
4414,中计了,负样本
4415,以上人员均进行A级记忆删除。,负样本
4416,真正的男人,负样本
4417,E,负样本
4418,真正的战士,负样本
4419,真蜘蛛精,负样本
4420,真中文哈哈哈哈哈,负样本
4421,这是屁屁野牛？？,负样本
4422,镇胸,负样本
4423,镇站之宝’,负样本
4424,我是敌军,负样本
4425,"多半是惯的,打一针就好",负样本
4426,争宠,负样本
4427,大杀器,负样本
4428,整天刷绿了的鲨凋，祝你被绿哦！,负样本
4429,正 片 开 始,负样本
4430,正E,负样本
4431,正常,负样本
4432,前面的谁告诉你这不是人造人了，伊芙琳是在实验室里用胚胎培育出来的霉菌寄宿者,负样本
4433,正常,负样本
4434,不香的鱼干嘛(～￣▽￣)～,负样本
4435,弹幕呢,负样本
4436,这个惨叫，倒回去听了好几遍,负样本
4437,1,负样本
4438,菌受,负样本
4439,穿越火线挑战模式既视感,负样本
4440,曾经的flag,负样本
4441,中了那么多枪居然还活着!,负样本
4442,终于不是佐伊了,负样本
4443,正吃泡面的我喷了,负样本
4444,正道的光,负样本
4445,boy next door,负样本
4446,终于参透了吗,负样本
4447,正道的光,负样本
4448,数据删除,负样本
4449,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4450,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4451,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4452,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4453,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4454,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4455,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4456,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4457,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4458,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4459,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4460,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ ██ █ █ █ █ █ █ █ █,负样本
4461,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4462,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ ██ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4463,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4464,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4465,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ ██ █ █ █ █ █ █ █ █ █,负样本
4466,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ ██ █ █ █ █ █,负样本
4467,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4468,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4469,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4470,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █  █ █ █ █ █ █ █ █ █ █,负样本
4471,█ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █ █,负样本
4472,正道的光,负样本
4473,终于记起来自己有枪了....,负样本
4474,正道的光，照在了大地上,负样本
4475,嘴叼手电,负样本
4476,正解,负样本
4477,终于用枪了，爷青结,负样本
4478,终于有弹幕了，我敢动了,负样本
4479,一直连到现在，，,负样本
4480,本基金会并未收容或开发此细菌,负样本
4481,终于知道开头为什么mmp了，回去补个哈哈哈,负样本
4482,终于知道了,负样本
4483,正片结束,负样本
4484,正片开始,负样本
4485,终于知道妈妈为什么不让我里电视太近了,负样本
4486,正片开始,负样本
4487,终于知道是女人了。。,负样本
4488,正片开始,负样本
4489,正确的开门方式,负样本
4490,正确选择,负样本
4491,正式开始,负样本
4492,终于知道小刀为什么要限耐久了,负样本
4493,好几条手枪,负样本
4494,正在吃饭,负样本
4495,生发生物武器?,负样本
4496,生殖武器?,负样本
4497,不是几条吗,负样本
4498,周杰伦？,负样本
4499,别告诉我之过了一晚上,负样本
4500,周杰伦？,负样本
4501,周棋洛抱紧我,负样本
4502,正在吃饭,负样本
4503,不喜欢伊芙琳！那么恩爱的小两口被她整的！！,负样本
4504,身残志坚,负样本
4505,骤然富婆,负样本
4506,正在吃饭,负样本
4507,正在吃面，感觉良好,负样本
4508,正在吃午饭,负样本
4509,又一次拍肚皮,负样本
4510,这个病毒简称，D菌,负样本
4511,灵车漂移的老奶奶,负样本
4512,朱一龙抱紧我,负样本
4513,正在看到喵一声,负样本
4514,朱一龙抱紧我,负样本
4515,刚刚那些飞机吧,负样本
4516,朱一龙抱紧我,负样本
4517,好几颗手枪？,负样本
4518,卢卡斯呢,负样本
4519,正在看的36个小伙伴们好！！！！,负样本
4520,正在看的3名朋友你们好啊,负样本
4521,正在看的三个人你们你在吗,负样本
4522,到最后也没见到卢卡斯小天使最后一面,负样本
4523,正在啃苞米的我忒香,负样本
4524,郑号锡保护我啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,负样本
4525,郑爽时代,负样本
4526,朱一龙抱紧我,负样本
4527,郑爽时代,负样本
4528,郑爽时期,负样本
4529,郑智化参与了生化危机7,负样本
4530,高能君别走,负样本
4531,之后还可以捡脚,负样本
4532,之前是看卢姥爷玩的,负样本
4533,之前瘦卢卡斯好的应应该是因为他身上疯狂掉装备吧！,负样本
4534,朱一龙抱紧我wwwww,负样本
4535,冷酷无情伊森酱（滑稽）,负样本
4536,竹马敌不过天降是吗,负样本
4537,之前一直都有，我都看到了。。。,负样本
4538,逐渐忘记这是一个恐怖游戏。,负样本
4539,吃西瓜,负样本
4540,其实伊芙琳不应该叫伊森过来,负样本
4541,1,负样本
4542,支持红字！！！！！！！！！！！！！！！！,负样本
4543,芝麻糊,负样本
4544,芝麻糊包,负样本
4545,芝麻糊怪,负样本
4546,打了这么久一直想出去结果居然被打飞出这个家了,负样本
4547,这里像古墓,负样本
4548,芝麻糊怪,负样本
4549,卢卡斯个毛的卢卡斯，卢卡斯是帮着制造伊芙琳那个组织做事的,负样本
4550,不是血清枪，这个是威叔的反生物武器,负样本
4551,芝麻糊怪芝麻糊怪芝麻糊怪,负样本
4552,没菌？有菌？,负样本
4553,再强调一遍，这是病原体，不是人也不是人造人，仅仅是有着人的外貌。武器而已,负样本
4554,一什么道？,负样本
4555,机什么？,负样本
4556,暂停看c菌屏幕倒影,负样本
4557,第六千条弹幕，完结撒花,负样本
4558,芝麻糊妖,负样本
4559,某幻不救老婆,负样本
4560,芝麻开门,负样本
4561,主角都说了是杰克,负样本
4562,芝士就是力量,负样本
4563,一次性…！,负样本
4564,主角结束后肿了一圈,负样本
4565,芝士就是力量,负样本
4566,芝士拉丝，好想吃啊,负样本
4567,芝士手臂牛B,负样本
4568,主角那时间是一晚上，没必要吃饭喝水吧……,负样本
4569,"高能君:mmp,老子不干了",负样本
4570,还把伊芙琳讲成米娅,负样本
4571,主角是不是绿了啊,负样本
4572,芝士手臂真，下饭,负样本
4573,吱吱,负样本
4574,gay化,负样本
4575,gay化还行,负样本
4576,有什么病是一片scp500不能解决的？,负样本
4577,吱吱,负样本
4578,吱吱吱,负样本
4579,会长是你吗会长,负样本
4580,吱吱吱,负样本
4581,主角手被接上就证明已经被感染了,负样本
4582,吱吱吱吱,负样本
4583,主要是被cc吓到啊,负样本
4584,注意 老太太已经不见了,负样本
4585,吱吱吱吱吱吱,负样本
4586,注意！！再回头老太太不见了！！！,负样本
